0,0.8609999807551503
1,1.0749999759718776
2,0.7189999839290977
3,1.137999974563718
4,1.4819999668747186
5,1.2349999723955989
6,1.4359999679028987
7,1.292999971099198
8,1.3249999703839421
9,1.9664999560452998
10,2.4969999441877007
11,3.5144999214448034
12,3.071499931346625
13,3.6574999182485044
14,4.21399990580976
15,4.837499891873449
16,4.886499890778214
17,4.451999900490046
18,5.721999872103334
19,6.007499865721911
20,7.3984998346306385
21,7.516999831981957
22,7.703999827802181
23,8.179499817173928
24,8.799999803304672
25,8.835999802500009
26,8.348999813385308
27,10.555999764055013
28,12.474499721173197
29,12.681499716546387
30,13.916499688941986
31,15.360999656654894
32,15.583999651670457
33,16.3474996346049
34,15.926499644014985
35,17.610499606374653
36,18.472999587096275
37,20.93199953213334
38,19.974999553523958
39,18.05249959649518
40,19.53599956333637
41,20.371999544650315
42,20.611499539297075
43,21.233999525383116
44,21.68149951538071
45,23.37199947759509
46,23.497499474789947
47,24.270499457512052
48,24.22549945851788
49,24.556999451108275
50,26.404499409813432
51,25.517999429628254
52,26.45599940866232
53,29.797499333973974
54,28.71549935815856
55,27.25049939090386
56,31.405499298032375
57,31.712999291159214
58,32.88399926498532
59,31.907999286800624
60,34.6924992245622
61,34.02049923958257
62,34.24249923462048
63,33.45649925218895
64,35.231499212514606
65,32.899999264627695
66,36.45349918520078
67,35.18549921354279
68,34.70749922422692
69,34.518499228451404
70,35.77649920033291
71,35.67649920256808
72,33.80599924437702
73,35.47849920699373
74,35.57049920493737
75,36.25849918955937
76,34.68699922468513
77,34.34499923232943
78,36.48599918447435
79,35.33949921010062
80,34.918999219499526
81,35.634499203506856
82,34.53749922802672
83,34.66899922508746
84,37.06349917156622
85,37.36999916471541
86,37.78749915538356
87,36.59499918203801
88,33.45199925228953
89,36.11949919266626
90,36.74899917859584
91,35.26049921186641
92,35.05599921643734
93,35.38199920915067
94,36.53099918346852
95,34.02199923954904
96,34.02699923943728
97,36.07699919361621
98,36.5989991819486
99,35.41149920849129
100,36.47849918464199
101,36.070999193750325
102,36.82499917689711
103,34.3174992329441
104,32.75749926781282
105,32.76499926764518
106,34.85899922084063
107,26.8824993991293
108,31.63749929284677
109,34.14699923675507
110,34.65999922528863
111,33.87749924277887
112,35.162999214045705
113,35.5834992046468
114,36.25949918953702
115,36.194999190978706
116,35.71149920178577
117,34.075499238353224
118,32.93149926392361
119,36.353999187424776
120,35.65349920308218
121,34.41849923068658
122,36.45299918521196
123,36.16099919173867
124,33.480999251641336
125,33.72449924619868
126,34.97099921833724
127,34.295999233424666
128,32.955499263387175
129,34.910999219678345
130,30.716499313432724
131,27.852999377436937
132,27.348999388702214
133,30.88949930956587
134,35.41199920848012
